"patent"	"inventors_country_frac"	"assignees_country_frac"	"inventors_country_mode"	"assignees_country_mode"	"name"	"date"	"year"	"forward_citations"	"generality_hhi"	"patent_cpcs"	"country"	"VoC"
"5187702"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Takahashi"	"1993-02-01"	"1993"	"39.0"	"0.47"	"G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B"	"JP"	"CME"
"5189251"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Puckett"	"1993-02-01"	"1993"	"4.0"	"0.38"	"F42B|F42B|F42B|F42B"	"US"	"LME"
"5191677"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Lautenschlager et al."	"1993-03-01"	"1993"	"3.0"	"0.67"	"A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S|A47B|E05Y|E05D|Y10T|Y10S"	"DE"	"CME"
"5194135"	"{'US': 0.5, 'JP': 0.5}"	"{'JP': 1.0}"	"['JP', 'US']"	"['JP']"	"Hayakawa et al."	"1993-03-01"	"1993"	"10.0"	"0.38"	"G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N|G01N"	"JP"	"CME"
"5202479"	"{'US': 0.5, 'JP': 0.5}"	"{'JP': 1.0}"	"['JP', 'US']"	"['JP']"	"Fujiwara et al."	"1993-04-01"	"1993"	"3.0"	"0.64"	"C07C|C07C|C07C|C07C|C07C"	"JP"	"CME"
"5203850"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Harrold"	"1993-04-01"	"1993"	"8.0"	"0.52"	"B62D|B62D|B62D|B62D|B62D|B62D|B62D|B62D|B62D"	"US"	"LME"
"5204244"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Fell et al."	"1993-04-01"	"1993"	"146.0"	"0.78"	"C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N|C07K|C12N"	"US"	"LME"
"5204391"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Nakata et al."	"1993-04-01"	"1993"	"2.0"	"0.86"	"C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D|C08L|C08G|C09D"	"JP"	"CME"
"5205867"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Ziger"	"1993-04-01"	"1993"	"5.0"	"0.74"	"B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F|B05C|G03F"	"US"	"LME"
"5207456"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Danhoff"	"1993-05-01"	"1993"	"10.0"	"0.81"	"B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D|B42D"	"US"	"LME"
"5208477"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Kub"	"1993-05-01"	"1993"	"25.0"	"0.8"	"H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L"	"US"	"LME"
"5208697"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Schaffner et al."	"1993-05-01"	"1993"	"21.0"	"0.66"	"G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F|G02F"	"US"	"LME"
"5209275"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Akiba et al."	"1993-05-01"	"1993"	"27.0"	"0.79"	"B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N|B67D|G01N"	"JP"	"CME"
"5219515"	"{'FR': 1.0}"	"{'FR': 1.0}"	"['FR']"	"['FR']"	"Chabot"	"1993-06-01"	"1993"	"2.0"	"0.44"	"B22D|B22D|B22D"	"FR"	"MME"
"5220033"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Kamei et al."	"1993-06-01"	"1993"	"27.0"	"0.72"	"A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G|A61Q|A61K|C07F|C08G"	"JP"	"CME"
"5220466"	"{'CH': 0.5, 'US': 0.5}"	"{'US': 1.0}"	"['CH', 'US']"	"['US']"	"Coker et al."	"1993-06-01"	"1993"	"60.0"	"0.62"	"G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B"	"US"	"LME"
"5221313"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Mortvedt et al."	"1993-06-01"	"1993"	"11.0"	"0.92"	"C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D|C05G|C05D"	"US"	"LME"
"5223046"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Kobayashi et al."	"1993-06-01"	"1993"	"3.0"	"0.78"	"H01L|H01L|H01L|H01L|H01L|H01L"	"JP"	"CME"
"5226295"	"{'SE': 1.0}"	"{'SE': 1.0}"	"['SE']"	"['SE']"	"Jaxmar"	"1993-07-01"	"1993"	"3.0"	"0.78"	"F26B|A23L|F25D|F26B|A23L|F25D|F26B|A23L|F25D|F26B|A23L|F25D|F26B|A23L|F25D|F26B|A23L|F25D"	"SE"	"CME"
"5226749"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Perkins"	"1993-07-01"	"1993"	"33.0"	"0.88"	"B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B|B09B|E21B"	"US"	"LME"
"5228721"	"{'AU': 1.0}"	"{'AU': 1.0}"	"['AU']"	"['AU']"	"Whittle et al."	"1993-07-01"	"1993"	"16.0"	"0.83"	"F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L|F16L"	"AU"	"LME"
"5231457"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Nakano et al."	"1993-07-01"	"1993"	"8.0"	"0.2"	"G03G|G03G|G03G|G03G|G03G|G03G|G03G|G03G|G03G"	"JP"	"CME"
"5239942"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Ignacio et al."	"1993-08-01"	"1993"	"15.0"	"0.55"	"G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K"	"US"	"LME"
"5241473"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Ishihara et al."	"1993-08-01"	"1993"	"37.0"	"0.75"	"A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N|A61B|G06T|G01S|G01N"	"JP"	"CME"
"5244229"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Breed et al."	"1993-09-01"	"1993"	"2.0"	"0.67"	"B60R|B60R|B60R"	"US"	"LME"
"5244400"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Hatagishi"	"1993-09-01"	"1993"	"30.0"	"0.29"	"H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R"	"JP"	"CME"
"5245425"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Klatt"	"1993-09-01"	"1993"	"5.0"	"0.74"	"H04N|H04N|H04N|H04N|H04N|H04N|H04N"	"US"	"LME"
"5247469"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"McCune, Jr."	"1993-09-01"	"1993"	"34.0"	"0.78"	"G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L|G06F|H03L"	"US"	"LME"
"5248746"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Shimokawa et al."	"1993-09-01"	"1993"	"16.0"	"0.61"	"C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F|C08F"	"JP"	"CME"
"5263666"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Hubert et al."	"1993-11-01"	"1993"	"19.0"	"0.69"	"B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G|B64G"	"US"	"LME"
"5263776"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Abraham et al."	"1993-11-01"	"1993"	"14.0"	"0.83"	"G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K|G01K"	"US"	"LME"
"5264054"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Huang"	"1993-11-01"	"1993"	"2.0"	"0.0"	"C22C|C22C"	"US"	"LME"
"5265417"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Visser et al."	"1993-11-01"	"1993"	"33.0"	"0.87"	"F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T|F01N|Y02T"	"US"	"LME"
