"patent"	"inventors_country_frac"	"assignees_country_frac"	"inventors_country_mode"	"assignees_country_mode"	"name"	"date"	"year"	"forward_citations"	"generality_hhi"	"patent_cpcs"	"country"	"VoC"
"5536490"	"{'SE': 0.5, 'NO': 0.5}"	"{'NO': 1.0}"	"['NO', 'SE']"	"['NO']"	"Klaveness et al."	"1996-07-01"	"1996"	"103.0"	"0.78"	"A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K|A61K"	"NO"	"CME"
"5537567"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Galbraith et al."	"1996-07-01"	"1996"	"148.0"	"0.49"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"US"	"LME"
"5539092"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Hasselkorn et al."	"1996-07-01"	"1996"	"20.0"	"0.66"	"C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N|C12N"	"US"	"LME"
"5544473"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Maida et al."	"1996-08-01"	"1996"	"4.0"	"0.76"	"B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S|B31B|B65D|Y10S"	"US"	"LME"
"5546553"	"{'GB': 0.5, 'US': 0.5}"	"{'US': 1.0}"	"['GB', 'US']"	"['US']"	"Robertson et al."	"1996-08-01"	"1996"	"20.0"	"0.58"	"G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F|G09G|G06F"	"US"	"LME"
"5546842"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Pimentel"	"1996-08-01"	"1996"	"4.0"	"0.61"	"G10F|G10F|G10F|G10F|G10F|G10F"	"US"	"LME"
"5559791"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Bremer et al."	"1996-09-01"	"1996"	"13.0"	"0.73"	"H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G|H04J|H04L|H03G"	"US"	"LME"
"5561629"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Curd"	"1996-10-01"	"1996"	"17.0"	"0.34"	"G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C|G11C"	"US"	"LME"
"5561820"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Bland et al."	"1996-10-01"	"1996"	"23.0"	"0.41"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"US"	"LME"
"5561829"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Sawtell et al."	"1996-10-01"	"1996"	"28.0"	"0.87"	"B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C|B22F|C22C"	"US"	"LME"
"5562537"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Zver et al."	"1996-10-01"	"1996"	"66.0"	"0.93"	"B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N|B08B|G08B|G01N"	"US"	"LME"
"5565617"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Schmidt et al."	"1996-10-01"	"1996"	"4.0"	"0.32"	"C07C|C07C|C07C|C07C|C07C"	"US"	"LME"
"5566834"	"{'DK': 1.0}"	"{'DK': 1.0}"	"['DK']"	"['DK']"	"Prydtz et al."	"1996-10-01"	"1996"	"2.0"	"0.44"	"B65G|B65G|B65G"	"DK"	"CME"
"5572227"	"{'IN': 1.0}"	"{'IN': 1.0}"	"['IN']"	"['IN']"	"Pal et al."	"1996-11-01"	"1996"	"15.0"	"0.48"	"H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q|H01Q"	"IN"	"other"
"5573866"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Van Dine et al."	"1996-11-01"	"1996"	"88.0"	"0.74"	"H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E|H01M|Y02E"	"US"	"LME"
"5579246"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Ebersbach et al."	"1996-11-01"	"1996"	"30.0"	"0.8"	"G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B|G01B"	"DE"	"CME"
"5585280"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Kwasnick et al."	"1996-12-01"	"1996"	"21.0"	"0.71"	"H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L|H01L"	"US"	"LME"
"5586070"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Purcell"	"1996-12-01"	"1996"	"29.0"	"0.24"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"US"	"LME"
"5587956"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Tanida"	"1996-12-01"	"1996"	"4.0"	"0.48"	"G11C|G11C|G11C|G11C|G11C"	"JP"	"CME"
"D368757"	"{'IT': 1.0}"	"{'IT': 1.0}"	"['IT']"	"['IT']"	"Conte"	"1996-04-01"	"1996"	"14.0"	"0.4"	""	"IT"	"MME"
"D375008"	"{}"	"{}"	""	""	"Cone"	"1996-10-01"	"1996"	"1.0"	"0.0"	""	"US"	"LME"
"5591497"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Hartitz"	"1997-01-01"	"1997"	"4.0"	"0.78"	"C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T|C08L|F16L|Y10T"	"US"	"LME"
"5597466"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Bauer et al."	"1997-01-01"	"1997"	"4.0"	"0.89"	"C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K|C07C|C08K"	"DE"	"CME"
"5599192"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Olson"	"1997-02-01"	"1997"	"18.0"	"0.51"	"H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R|H01R"	"US"	"LME"
"5600195"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Welborn et al."	"1997-02-01"	"1997"	"7.0"	"0.89"	"F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T|F02B|B23P|H02K|Y10T"	"US"	"LME"
"5602608"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Asakura et al."	"1997-02-01"	"1997"	"6.0"	"0.28"	"G03B|G03B|G03B|G03B|G03B|G03B"	"JP"	"CME"
"5603141"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Gledhill"	"1997-02-01"	"1997"	"15.0"	"0.87"	"E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T|E05F|Y10T"	"US"	"LME"
"5603241"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Umeyama"	"1997-02-01"	"1997"	"4.0"	"0.78"	"F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T|F16H|Y10T"	"JP"	"CME"
"5606460"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Ohtake"	"1997-02-01"	"1997"	"3.0"	"0.0"	"G02B|G02B|G02B"	"JP"	"CME"
"5606768"	"{'CA': 1.0}"	"{'CA': 1.0}"	"['CA']"	"['CA']"	"Sundberg"	"1997-03-01"	"1997"	"5.0"	"0.76"	"A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T|A47L|F23L|B60N|F01N|B60P|Y02T"	"CA"	"LME"
"5606782"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Patterson et al."	"1997-03-01"	"1997"	"9.0"	"0.88"	"F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T|F16G|F16B|Y10T"	"US"	"LME"
"5607146"	"{'US': 1.0}"	"{'US': 0.5, 'DE': 0.5}"	"['US']"	"['DE', 'US']"	"Novick et al."	"1997-03-01"	"1997"	"11.0"	"0.65"	"B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H|B65H"	"US"	"LME"
"5609817"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Patil et al."	"1997-03-01"	"1997"	"6.0"	"0.88"	"B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K|B29C|B29K"	"US"	"LME"
